title,publish_time,authors
A Protective Role for ELR+ Chemokines during Acute Viral Encephalomyelitis,2009-11-06,"Hosking, Martin P.; Liu, Liping; Ransohoff, Richard M.; Lane, Thomas E."
New journal selection for quantitative survey of infectious disease research: application for Asian trend analysis,2009-10-06,"Takahashi-Omoe, Hiromi; Omoe, Katsuhiko; Okabe, Nobuhiko"
Barriers and supports to implementation of MDI/spacer use in nine Canadian pediatric emergency departments: a qualitative study,2009-10-13,"Scott, Shannon D; Osmond, Martin H; O'Leary, Kathy A; Graham, Ian D; Grimshaw, Jeremy; Klassen, Terry"
Acceptability of A/H1N1 vaccination during pandemic phase of influenza A/H1N1 in Hong Kong: population based cross sectional survey,2009-10-27,"Lau, Joseph T F; Yeung, Nelson C Y; Choi, K C; Cheng, Mabel Y M; Tsui, H Y; Griffiths, Sian"
The infection of primary avian tracheal epithelial cells with infectious bronchitis virus,2009-10-01,"Shen, Ching-I; Wang, Ching-Ho; Liao, Jiunn-Wang; Hsu, Tien-Wang; Kuo, Shu-Ming; Su, Hong-Lin"
Analysis of virion associated host proteins in vesicular stomatitis virus using a proteomics approach,2009-10-12,"Moerdyk-Schauwecker, Megan; Hwang, Sun-Il; Grdzelishvili, Valery Z"
Using Dynamic Stochastic Modelling to Estimate Population Risk Factors in Infectious Disease: The Example of FIV in 15 Cat Populations,2009-10-16,"Fouchet, David; Leblanc, Guillaume; Sauvage, Frank; Guiserix, Micheline; Poulet, Hervé; Pontier, Dominique"
Multiplex primer prediction software for divergent targets,2009-09-16,"Gardner, Shea N.; Hiddessen, Amy L.; Williams, Peter L.; Hara, Christine; Wagner, Mark C.; Colston, Bill W."
Short-hairpin RNAs delivered by lentiviral vector transduction trigger RIG-I-mediated IFN activation,2009-09-03,"Kenworthy, Rachael; Lambert, Diana; Yang, Feng; Wang, Nan; Chen, Zihong; Zhu, Haizhen; Zhu, Fanxiu; Liu, Chen; Li, Kui; Tang, Hengli"
"Comparative study of synonymous codon usage variations between the nucleocapsid and spike genes of coronavirus, and C-type lectin domain genes of human and mouse",2009-01-01,"Ahn, Insung; Jeong, Byeong-Jin; Son, Hyeon Seok"
Cleavage of the SARS Coronavirus Spike Glycoprotein by Airway Proteases Enhances Virus Entry into Human Bronchial Epithelial Cells In Vitro,2009-11-17,"Kam, Yiu-Wing; Okumura, Yuushi; Kido, Hiroshi; Ng, Lisa F. P.; Bruzzone, Roberto; Altmeyer, Ralf"
The early diversification of influenza A/H1N1pdm,2009-11-12,"Nelson, Martha; Spiro, David; Wentworth, David; Fan, Jiang; Beck, Eric; St. George, Kirsten; Ghedin, Elodie; Halpin, Rebecca; Bera, Jayati; Hine, Erin; Proudfoot, Kathleen; Stockwell, Tim; Lin, Xudong; Griesemer, Sara; Bose, Michael; Jurgens, Lisa; Kumar, Swati; Viboud, Cecile; Holmes, Edward; Henrickson, Kelly"
MicroRNome Analysis Unravels the Molecular Basis of SARS Infection in Bronchoalveolar Stem Cells,2009-11-13,"Mallick, Bibekanand; Ghosh, Zhumur; Chakrabarti, Jayprokas"
Integrated Blood Barcode Chips,2008-11-16,"Fan, Rong; Vermesh, Ophir; Srivastava, Alok; Yen, Brian K.H.; Qin, Lidong; Ahmad, Habib; Kwong, Gabriel A.; Liu, Chao-Chao; Gould, Juliane; Hood, Leroy; Heath, James R."
Hospital design for better infection control,2009,"Lateef, Fatimah"
Taipei's Use of a Multi-Channel Mass Risk Communication Program to Rapidly Reverse an Epidemic of Highly Communicable Disease,2009-11-23,"Yen, Muh-Yong; Wu, Tsung-Shu Joseph; Chiu, Allen Wen-Hsiang; Wong, Wing-Wai; Wang, Po-En; Chan, Ta-Chien; King, Chwan-Chuen"
Experimental infection in calves with a specific subtype of verocytotoxin-producing Escherichia coli O157:H7 of bovine origin,2009-10-31,"Jonsson, Malin E; Eriksson, Erik; Boqvist, Sofia; Urdahl, Anne Margrete; Aspán, Anna"
NMR assignment of the nonstructural protein nsp3(1066–1181) from SARS-CoV,2008-07-22,"Serrano, Pedro; Johnson, Margaret A.; Chatterjee, Amarnath; Pedrini, Bill; Wüthrich, Kurt"
Immunoglobulin Superfamily Virus Receptors and the Evolution of Adaptive Immunity,2009-11-26,"Dermody, Terence S.; Kirchner, Eva; Guglielmi, Kristen M.; Stehle, Thilo"
Peptide-Mediated Cellular Delivery of Oligonucleotide-Based Therapeutics In Vitro: Quantitative Evaluation of Overall Efficacy Employing Easy to Handle Reporter Systems,2008-12-10,"Laufer, S.D; Restle, T"
"A Novel Enediynyl Peptide Inhibitor of Furin That Blocks Processing of proPDGF-A, B and proVEGF-C",2009-11-26,"Basak, Ajoy; Khatib, Abdel-Majid; Mohottalage, Dayani; Basak, Sarmistha; Kolajova, Maria; Bag, Subhendu Sekhar; Basak, Amit"
Viral adaptation to host: a proteome-based analysis of codon usage and amino acid preferences,2009-10-13,"Bahir, Iris; Fromer, Menachem; Prat, Yosef; Linial, Michal"
The CEACAM1 N-terminal Ig domain mediates cis- and trans-binding and is essential for allosteric rearrangements of CEACAM1 microclusters,2009-11-16,"Klaile, Esther; Vorontsova, Olga; Sigmundsson, Kristmundur; Müller, Mario M.; Singer, Bernhard B.; Öfverstedt, Lars-Göran; Svensson, Stina; Skoglund, Ulf; Öbrink, Björn"
"The ongoing H1N1 flu pandemic and the intensive care community: challenges, opportunities, and the duties of scientific societies and intensivists",2009-10-20,"Moreno, Rui P.; Rhodes, Andrew; Chiche, Jean-Daniel"
"Human pregnancy-associated malaria-specific B cells target polymorphic, conformational epitopes in VAR2CSA",2007-01-10,"Barfod, Lea; Bernasconi, Nadia L; Dahlbäck, Madeleine; Jarrossay, David; Andersen, Pernille Haste; Salanti, Ali; Ofori, Michael F; Turner, Louise; Resende, Mafalda; Nielsen, Morten A; Theander, Thor G; Sallusto, Federica; Lanzavecchia, Antonio; Hviid, Lars"
Mathematical epidemiology is not an oxymoron,2009-11-18,"Brauer, Fred"
Early Assessment of Anxiety and Behavioral Response to Novel Swine-Origin Influenza A(H1N1),2009-12-03,"Jones, James Holland; Salathé, Marcel"
The economy-wide impact of pandemic influenza on the UK: a computable general equilibrium modelling experiment,2009-11-19,"Smith, Richard D; Keogh-Brown, Marcus R; Barnett, Tony; Tait, Joyce"
Influenza H5N1 virus infection of polarized human alveolar epithelial cells and lung microvascular endothelial cells,2009-10-30,"Chan, Michael CW; Chan, Renee WY; Yu, Wendy CL; Ho, Carol CC; Chui, WH; Lo, CK; Yuen, Kit M; Guan, Yi; Nicholls, John M; Peiris, JS Malik"
Comparison of distance measures in spatial analytical modeling for health service planning,2009-11-06,"Shahid, Rizwan; Bertazzon, Stefania; Knudtson, Merril L; Ghali, William A"
Antiviral Activity of Some Plants Used in Nepalese Traditional Medicine,2007-10-25,"Rajbhandari, M.; Mentel, R.; Jha, P. K.; Chaudhary, R. P.; Bhattarai, S.; Gewali, M. B.; Karmacharya, N.; Hipper, M.; Lindequist, U."
Model-consistent estimation of the basic reproduction number from the incidence of an emerging infection,2007-08-08,"Roberts, M. G.; Heesterbeek, J. A. P."
Influenza in Africa,2009-12-15,"Yazdanbakhsh, Maria; Kremsner, Peter G."
Rapid detection of ERG11 gene mutations in clinical Candida albicans isolates with reduced susceptibility to fluconazole by rolling circle amplification and DNA sequencing,2009-08-14,"Wang, Huiping; Kong, Fanrong; Sorrell, Tania C; Wang, Bin; McNicholas, Paul; Pantarat, Namfon; Ellis, David; Xiao, Meng; Widmer, Fred; Chen, Sharon CA"
CAPIH: A Web interface for comparative analyses and visualization of host-HIV protein-protein interactions,2009-08-12,"Lin, Fan-Kai; Pan, Chia-Lin; Yang, Jinn-Moon; Chuang, Trees-Juen; Chen, Feng-Chi"
Pulmonary fibrosis induced by H5N1 viral infection in mice,2009-11-12,"Qiao, Jian; Zhang, Miaojie; Bi, Jianmin; Wang, Xun; Deng, Guangcun; He, Guimei; Luan, Zhihua; Lv, Nana; Xu, Tong; Zhao, Lihong"
A novel two-pronged strategy to suppress host protein synthesis by SARS coronavirus Nsp1 protein,2009-10-18,"Kamitani, Wataru; Huang, Cheng; Narayanan, Krishna; Lokugamage, Kumari G.; Makino, Shinji"
A “One Health” Approach to Address Emerging Zoonoses: The HALI Project in Tanzania,2009-12-15,"Mazet, Jonna A. K.; Clifford, Deana L.; Coppolillo, Peter B.; Deolalikar, Anil B.; Erickson, Jon D.; Kazwala, Rudovick R."
Automated vocabulary discovery for geo-parsing online epidemic intelligence,2009-11-24,"Keller, Mikaela; Freifeld, Clark C; Brownstein, John S"
"Establishment, Immortalisation and Characterisation of Pteropid Bat Cell Lines",2009-12-11,"Crameri, Gary; Todd, Shawn; Grimley, Samantha; McEachern, Jennifer A.; Marsh, Glenn A.; Smith, Craig; Tachedjian, Mary; De Jong, Carol; Virtue, Elena R.; Yu, Meng; Bulach, Dieter; Liu, Jun-Ping; Michalski, Wojtek P.; Middleton, Deborah; Field, Hume E.; Wang, Lin-Fa"
A comprehensive assessment of N-terminal signal peptides prediction methods,2009-12-03,"Choo, Khar Heng; Tan, Tin Wee; Ranganathan, Shoba"
A robust lentiviral pseudotype neutralisation assay for in-field serosurveillance of rabies and lyssaviruses in Africa,2009-11-27,"Wright, Edward; McNabb, Suzanne; Goddard, Trudy; Horton, Daniel L.; Lembo, Tiziana; Nel, Louis H.; Weiss, Robin A.; Cleaveland, Sarah; Fooks, Anthony R."
Exposure of cats to low doses of FeLV: seroconversion as the sole parameter of infection,2009-10-28,"Major, Andrea; Cattori, Valentino; Boenzli, Eva; Riond, Barbara; Ossent, Peter; Meli, Marina Luisa; Hofmann-Lehmann, Regina; Lutz, Hans"
ORION-VIRCAT: a tool for mapping ICTV and NCBI taxonomies,2009-10-12,"Valdivia-Granda, Willy; Larson, Francis"
A large and accurate collection of peptidase cleavages in the MEROPS database,2009-11-02,"Rawlings, Neil D."
Efficient Assembly and Secretion of Recombinant Subviral Particles of the Four Dengue Serotypes Using Native prM and E Proteins,2009-12-15,"Wang, Pei-Gang; Kudelko, Mateusz; Lo, Joanne; Siu, Lewis Yu Lam; Kwok, Kevin Tsz Hin; Sachse, Martin; Nicholls, John M.; Bruzzone, Roberto; Altmeyer, Ralf M.; Nal, Béatrice"
Rhodopsin Molecular Evolution in Mammals Inhabiting Low Light Environments,2009-12-16,"Zhao, Huabin; Ru, Binghua; Teeling, Emma C.; Faulkes, Christopher G.; Zhang, Shuyi; Rossiter, Stephen J."
Expanding the Paradigms of Plant Pathogen Life History and Evolution of Parasitic Fitness beyond Agricultural Boundaries,2009-12-24,"Morris, Cindy E.; Bardin, Marc; Kinkel, Linda L.; Moury, Benoit; Nicot, Philippe C.; Sands, David C."
The SARS Coronavirus 3a Protein Causes Endoplasmic Reticulum Stress and Induces Ligand-Independent Downregulation of the Type 1 Interferon Receptor,2009-12-17,"Minakshi, Rinki; Padhan, Kartika; Rani, Manjusha; Khan, Nabab; Ahmad, Faizan; Jameel, Shahid"
Breaking the Waves: Modelling the Potential Impact of Public Health Measures to Defer the Epidemic Peak of Novel Influenza A/H1N1,2009-12-21,"an der Heiden, Matthias; Buchholz, Udo; Krause, Gérard; Kirchner, Göran; Claus, Hermann; Haas, Walter H."
Aurintricarboxylic Acid Is a Potent Inhibitor of Influenza A and B Virus Neuraminidases,2009-12-17,"Hashem, Anwar M.; Flaman, Anathea S.; Farnsworth, Aaron; Brown, Earl G.; Van Domselaar, Gary; He, Runtao; Li, Xuguang"
The United States and global health: inseparable and synergistic? The Institute of Medicine's report on global health,2009-10-29,"Ali, Mohammed K.; Venkat Narayan, K.M."
Identification of a novel conserved HLA-A*0201-restricted epitope from the spike protein of SARS-CoV,2009-12-03,"Lv, Yanbo; Ruan, Zhihua; Wang, Li; Ni, Bing; Wu, Yuzhang"
"Coronaviruses in Children, Greece",2007-06-10,"Papa, Anna; Papadimitriou, Evangelia; de Souza Luna, Luciano Kleber; Al Masri, Motassim; Souliou, Efimia; Eboriadou, Maria; Antoniadis, Antonis; Drosten, Christian"
"European Hedgehogs as Hosts for Borrelia spp., Germany",2007-06-10,"Skuballa, Jasmin; Oehme, Rainer; Hartelt, Kathrin; Petney, Trevor; Bücher, Thomas; Kimmig, Peter; Taraschewski, Horst"
Expression of the VP2 Protein of Murine Norovirus by a Translation Termination-Reinitiation Strategy,2009-12-22,"Napthine, Sawsan; Lever, Robert A.; Powell, Michael L.; Jackson, Richard J.; Brown, T. David K.; Brierley, Ian"
Interaction of the HIV-1 frameshift signal with the ribosome,2009-10-07,"Mazauric, Marie-Hélène; Seol, Yeonee; Yoshizawa, Satoko; Visscher, Koen; Fourmy, Dominique"
"Genetics, Recombination and Clinical Features of Human Rhinovirus Species C (HRV-C) Infections; Interactions of HRV-C with Other Respiratory Viruses",2009-12-30,"Wisdom, Anne; Kutkowska, Aldona E.; McWilliam Leitch, E. Carol; Gaunt, Eleanor; Templeton, Kate; Harvala, Heli; Simmonds, Peter"
Streptococcus pneumoniae Coinfection Is Correlated with the Severity of H1N1 Pandemic Influenza,2009-12-31,"Palacios, Gustavo; Hornig, Mady; Cisterna, Daniel; Savji, Nazir; Bussetti, Ana Valeria; Kapoor, Vishal; Hui, Jeffrey; Tokarz, Rafal; Briese, Thomas; Baumeister, Elsa; Lipkin, W. Ian"
Outdoor environments and human pathogens in air,2009-12-21,"Lai, Ka man; Emberlin, Jean; Colbeck, Ian"
Characterization of SARS-CoV-specific memory T cells from recovered individuals 4 years after infection,2009-06-13,"Fan, Yan-Ying; Huang, Zi-Tong; Li, Li; Wu, Man-Hui; Yu, Tao; Koup, Richard A.; Bailer, Robert T.; Wu, Chang-You"
"Let the sun shine in: effects of ultraviolet radiation on invasive pneumococcal disease risk in Philadelphia, Pennsylvania",2009-12-04,"White, Alexander NJ; Ng, Victoria; Spain, C Victor; Johnson, Caroline C; Kinlin, Laura M; Fisman, David N"
Recombinant porcine rotavirus VP4 and VP4-LTB expressed in Lactobacillus casei induced mucosal and systemic antibody responses in mice,2009-12-04,"Qiao, Xinyuan; Li, Guiwei; Wang, Xiangqing; Li, Xiaojing; Liu, Min; Li, Yijing"
Listeriolysin O Is Necessary and Sufficient to Induce Autophagy during Listeria monocytogenes Infection,2010-01-06,"Meyer-Morse, Nicole; Robbins, Jennifer R.; Rae, Chris S.; Mochegova, Sofia N.; Swanson, Michele S.; Zhao, Zijiang; Virgin, Herbert W.; Portnoy, Daniel"
Intracranial Administration of P Gene siRNA Protects Mice from Lethal Chandipura Virus Encephalitis,2010-01-07,"Kumar, Satyendra; Arankalle, Vidya A."
The neck-region polymorphism of DC-SIGNR in peri-centenarian from Han Chinese Population,2009-12-14,"Li, Hui; Wang, Cheng-Ye; Wang, Jia-Xin; Tang, Nelson Leung-Sang; Xie, Liang; Gong, Yuan-Ying; Yang, Zhao; Xu, Liang-You; Kong, Qing-Peng; Zhang, Ya-Ping"
The RNA polymerase activity of SARS-coronavirus nsp12 is primer dependent,2009-10-29,"te Velthuis, Aartjan J. W.; Arnold, Jamie J.; Cameron, Craig E.; van den Worm, Sjoerd H. E.; Snijder, Eric J."
Isolation and identification of a canine coronavirus strain from giant pandas (Ailuropoda melanoleuca),2009-09-08,"Gao, Feng-Shan; Hu, Gui-Xue; Xia, Xian-zhu; Gao, Yu-Wei; Bai, Ya-Duo; Zou, Xiao-Huan"
Detection and molecular characterization of infectious bronchitis virus isolated from recent outbreaks in broiler flocks in Thailand,2009-09-07,"Pohuang, Tawatchai; Chansiripornchai, Niwat; Tawatsin, Achara; Sasipreeyajan, Jiroj"
Developing 21(st )century accreditation standards for teaching hospitals: the Taiwan experience,2009-12-15,"Huang, Chung-I; Wung, Cathy; Yang, Che-Ming"
Definition of Mafa-A and -B haplotypes in pedigreed cynomolgus macaques (Macaca fascicularis),2009-11-24,"Otting, Nel; Doxiadis, Gaby G. M.; Bontrop, Ronald E."
In Vitro Viability and Cytotoxicity Testing and Same-Well Multi-Parametric Combinations for High Throughput Screening,2009-06-11,"Niles, Andrew L.; Moravec, Richard A.; Riss, Terry L."
Development of a reverse transcription-loop-mediated isothermal amplification (RT-LAMP) system for a highly sensitive detection of enterovirus in the stool samples of acute flaccid paralysis cases,2009-12-16,"Arita, Minetaro; Ling, Hua; Yan, Dongmei; Nishimura, Yorihiro; Yoshida, Hiromu; Wakita, Takaji; Shimizu, Hiroyuki"
Diagnosis of Parasitic Diseases: Old and New Approaches,2009-12-30,"Ndao, Momar"
Prophylactic and therapeutic activity of fully human monoclonal antibodies directed against Influenza A M2 protein,2009-12-21,"Beerli, Roger R; Bauer, Monika; Schmitz, Nicole; Buser, Regula B; Gwerder, Myriam; Muntwiler, Simone; Renner, Wolfgang A; Saudan, Philippe; Bachmann, Martin F"
Public perceptions of quarantine: community-based telephone survey following an infectious disease outbreak,2009-12-16,"Tracy, C Shawn; Rea, Elizabeth; Upshur, Ross EG"
A novel anti-mycobacterial function of mitogen-activated protein kinase phosphatase-1,2009-12-17,"Cheung, Benny KW; Yim, Howard CH; Lee, Norris CM; Lau, Allan SY"
Localization of Low-Density Detergent-Resistant Membrane Proteins in Intact and Acrosome-Reacted Mouse Sperm,2009-05-01,"Miranda, Patricia V.; Allaire, Alicia; Sosnik, Julian; Visconti, Pablo E."
Mutagenesis of the transmembrane domain of the SARS coronavirus spike glycoprotein: refinement of the requirements for SARS coronavirus cell entry,2009-12-24,"Corver, Jeroen; Broer, Rene; van Kasteren, Puck; Spaan, Willy"
EBNA3C interacts with Gadd34 and counteracts the unfolded protein response,2009-12-29,"Garrido, Jose L; Maruo, Seijii; Takada, Kenzo; Rosendorff, Adam"
Global Expression Profiling in Epileptogenesis: Does It Add to the Confusion?,2010-01-10,"Wang, Yi Yuen; Smith, Paul; Murphy, Michael; Cook, Mark"
Linking mechanistic and behavioral responses to sublethal esfenvalerate exposure in the endangered delta smelt; Hypomesus transpacificus (Fam. Osmeridae),2009-12-15,"Connon, Richard E; Geist, Juergen; Pfeiff, Janice; Loguinov, Alexander V; D'Abronzo, Leandro S; Wintz, Henri; Vulpe, Christopher D; Werner, Inge"
Efficacy and safety of 2-hour urokinase regime in acute pulmonary embolism: a randomized controlled trial,2009-12-29,"Wang, Chen; Zhai, Zhenguo; Yang, Yuanhua; Yuan, Yadong; Cheng, Zhaozhong; Liang, Lirong; Dai, Huaping; Huang, Kewu; Lu, Weixuan; Zhang, Zhonghe; Cheng, Xiansheng; Shen, Ying H"
Influenza H5N1 and H1N1 Virus Replication and Innate Immune Responses in Bronchial Epithelial Cells Are Influenced by the State of Differentiation,2010-01-15,"Chan, Renee W. Y.; Yuen, Kit M.; Yu, Wendy C. L.; Ho, Carol C. C.; Nicholls, John M.; Peiris, J. S. Malik; Chan, Michael C. W."
Dynamic Innate Immune Responses of Human Bronchial Epithelial Cells to Severe Acute Respiratory Syndrome-Associated Coronavirus Infection,2010-01-15,"Yoshikawa, Tomoki; Hill, Terence E.; Yoshikawa, Naoko; Popov, Vsevolod L.; Galindo, Cristi L.; Garner, Harold R.; Peters, C. J.; Tseng, Chien-Te (Kent)"
Pathogenicity and antigenicity of a new variant of Korean nephropathogenic infectious bronchitis virus,2009-11-26,"Choi, Kang-Seuk; Lee, Eun-Kyoung; Jeon, Woo-Jin; Park, Mi-Ja; Kim, Jin-Won; Kwon, Jun-Hun"
Fluorescence Competition Assay Measurements of Free Energy Changes for RNA Pseudoknots,2009-11-18,"Liu, Biao; Shankar, Neelaabh; Turner, Douglas H."
Proteomics Analysis of the Nucleolus in Adenovirus-infected Cells,2009-10-07,"Lam, Yun W.; Evans, Vanessa C.; Heesom, Kate J.; Lamond, Angus I.; Matthews, David A."
